GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APLBE001,APLBE002,APLBE003,APLBE004,APLBE005,APLBE006,APYUE001,APYUE002,APYUE003,APYUE004,APYUE005,APYUE006,APYUE007,APYUE008,APYUE009,APYUE010,APYUE011,APYUE012,APYUE013,APYUE014,APYUE015,APYUE016,APYUE017,APYUE018,APYUE019,APYUE020,APYUE021,APYUE022,APYUE023,APYUE024,APYUE025,APYUE026,APYUE027,APYUE028,APYUE029,APYUE030,APYUE031,APYUE032,APYUE033,APYUE034,APYUE035,APYUE036,APYUE037,APYUE038,APYUE039,APYUE040,APYUE041,APYUE042,APYUE043,APYUE044,APYUE045,APYUE046,APYUE047,APYUE048,APYUE049,APYUE050,APYUE051,APYUE052,APYUE053,APYUE054,APYUE055,APYUE056,APYUE057,APYUE058,APYUE059,AP38E001,NAME_M,APLBM001,APLBM002,APLBM003,APLBM004,APLBM005,APLBM006,APYUM001,APYUM002,APYUM003,APYUM004,APYUM005,APYUM006,APYUM007,APYUM008,APYUM009,APYUM010,APYUM011,APYUM012,APYUM013,APYUM014,APYUM015,APYUM016,APYUM017,APYUM018,APYUM019,APYUM020,APYUM021,APYUM022,APYUM023,APYUM024,APYUM025,APYUM026,APYUM027,APYUM028,APYUM029,APYUM030,APYUM031,APYUM032,APYUM033,APYUM034,APYUM035,APYUM036,APYUM037,APYUM038,APYUM039,APYUM040,APYUM041,APYUM042,APYUM043,APYUM044,APYUM045,APYUM046,APYUM047,APYUM048,APYUM049,APYUM050,APYUM051,APYUM052,APYUM053,APYUM054,APYUM055,APYUM056,APYUM057,APYUM058,APYUM059,AP38M001
"G3400310","2022","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"0500000US34031","34031","Passaic County, New Jersey",513936,330768,12017,8281,85453,77417,505199,62135,26644,2395,806,3173,1533,320,921,2226,2649,2882,2085,2623,3710,1321,35491,3806,910,3065,1917,557,1098,2468,4658,3986,3398,3084,3382,3162,443064,221122,13702,3487,16498,8731,2634,6140,18917,32294,30086,29565,29416,18022,11630,221942,11637,2616,15438,8444,2957,5857,20209,29078,28159,28804,30397,21662,16684,0.4678,"Passaic County, New Jersey",,6643,2924,1870,6783,6882,1162,7362,3578,886,508,1215,611,251,439,1216,960,836,756,891,1121,603,4627,1196,616,1008,888,430,525,1046,1216,1139,1004,703,923,805,7647,3765,907,1135,1868,1297,814,980,1333,1104,894,828,879,1140,671,4787,1244,917,1660,1392,1038,993,1182,1179,1152,1004,761,1075,937,0.0124
"G3400330","2022","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"0500000US34033","34033","Salem County, New Jersey",65117,61569,946,347,891,1364,63858,6718,3714,805,44,269,90,0,281,478,411,131,363,343,140,359,3004,20,0,266,49,0,72,94,573,305,179,481,371,594,57140,28355,1050,620,1933,1058,406,476,1802,3746,4765,3211,4025,3546,1717,28785,1234,366,1888,781,251,770,2639,3124,3730,4170,4279,3418,2135,0.4512,"Salem County, New Jersey",,1120,525,285,348,1143,334,1931,1206,653,74,282,149,225,270,309,310,163,314,259,129,284,1000,42,225,232,79,225,119,101,528,236,215,326,331,351,1967,1258,342,482,693,485,324,186,281,657,1187,351,333,303,307,1163,304,325,691,284,258,224,328,604,554,665,372,414,346,0.0467
"G3400350","2022","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"0500000US34035","34035","Somerset County, New Jersey",346875,250129,1503,2770,58858,33615,344059,16855,7078,549,0,1261,175,110,248,528,1058,927,651,712,407,452,9777,728,125,454,163,0,398,759,367,1689,833,1763,657,1841,327204,162836,7750,1769,11159,6484,1855,5729,13835,17991,22520,24398,24402,16049,8895,164368,7561,1458,11103,6551,1235,4900,13081,17984,22848,23567,24072,17215,12793,0.4418,"Somerset County, New Jersey",,5123,690,1124,3690,4046,253,3612,1853,526,225,774,201,187,296,378,525,516,365,393,312,181,2309,485,161,372,157,225,393,426,294,883,551,1035,357,589,3607,1755,459,657,1244,1070,642,717,376,635,707,374,409,438,415,2457,661,692,1152,1107,460,536,769,683,1059,820,1035,550,706,0.0139
"G3400370","2022","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"0500000US34037","34037","Sussex County, New Jersey",146084,131165,1433,949,9197,3340,144561,8816,3697,458,91,352,240,0,205,246,412,777,136,396,244,140,5119,118,379,383,312,119,125,11,683,1041,451,308,471,718,135745,68553,2693,411,4629,2395,816,1888,5594,8299,8954,9278,11475,7731,4390,67192,3004,545,3509,2681,836,1521,5067,7100,8538,9243,11815,8085,5248,0.4169,"Sussex County, New Jersey",,2221,697,660,1736,927,276,2911,1502,360,152,296,246,225,246,365,346,490,137,266,189,93,1701,164,335,429,317,197,139,2,515,555,339,257,271,386,2931,1696,472,294,783,513,438,487,493,407,698,471,468,391,304,1800,375,292,864,888,305,455,365,648,721,558,491,610,582,0.0249
"G3400390","2022","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"0500000US34039","34039","Union County, New Jersey",569815,367626,6905,6198,94046,95040,564478,53743,22878,2024,759,3367,1017,498,1474,1703,2602,3154,1166,1859,2005,1250,30865,2968,39,2458,1074,714,884,2100,4774,4413,3130,2722,2966,2623,510735,256409,15452,2475,18125,11614,3125,6908,22235,32808,37186,37552,34603,21362,12964,254326,13168,2903,19693,9769,3656,6006,20709,29896,35429,35547,34646,23862,19042,0.4969,"Union County, New Jersey",,8346,1869,1488,6075,7292,814,8009,4202,944,508,1067,585,522,800,849,779,879,723,652,1006,624,4609,1113,65,927,695,641,473,1191,1296,1318,1031,952,1239,877,7975,4136,937,779,1846,1595,868,1096,852,773,1021,738,654,1065,618,4648,1104,891,1914,1599,1039,1094,1404,1308,1319,1038,963,1259,885,0.0170
"G3400410","2022","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"0500000US34041","34041","Warren County, New Jersey",110926,96782,520,426,7531,5667,109406,6610,3316,58,44,390,333,136,347,275,210,315,275,162,233,538,3294,328,54,146,45,45,0,236,505,418,245,395,572,305,102796,51079,2175,0,3332,2269,235,1083,3745,6281,7269,6933,8787,5999,2971,51717,1808,616,3154,1750,589,1602,3578,5750,6344,7199,8654,6117,4556,0.3858,"Warren County, New Jersey",,2238,317,375,1644,1901,170,2131,1407,101,91,493,304,204,256,329,182,332,230,91,202,362,1001,303,91,165,90,90,225,291,384,313,143,196,342,238,2155,1460,310,225,801,871,272,505,590,652,723,688,390,405,399,958,411,385,627,694,374,508,448,616,696,631,415,436,260,0.0272
"G3500010","2022","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"0500000US35001","35001","Bernalillo County, New Mexico",672508,595515,724,9292,34753,32224,663280,94226,42684,3307,363,4349,2227,2062,534,4211,6129,5507,3685,4872,3874,1564,51542,2449,489,2790,2478,1312,1116,7824,7530,5741,5334,5722,5143,3614,569054,284226,12815,3440,18906,10038,4506,6300,26406,42484,41458,34696,35192,29031,18954,284828,12871,3392,17842,9772,3909,6472,22267,39110,39458,34307,37001,34235,24192,0.4694,"Bernalillo County, New Mexico",,5897,448,1620,3494,4712,1208,8411,4807,1260,281,1871,1196,1091,398,1457,1813,1316,1359,1257,1065,664,5642,1195,400,1313,1200,1010,637,1678,1661,1396,1312,1354,1442,1120,8700,4952,1361,1583,2344,1728,1310,1434,1423,1829,1615,1434,1258,1173,884,5487,1290,975,2358,1796,1077,1191,1830,1807,1448,1392,1354,1544,1181,0.0129
"G3500130","2022","NM",,,"New Mexico","35","Do�a Ana County","013",,,,,,,,,,,,,,,,,,"0500000US35013","35013","Doña Ana County, New Mexico",223337,188372,223,1979,14011,18752,217015,53138,24764,2207,713,4047,1355,1038,915,3587,2902,2930,1617,1404,1344,705,28374,1828,935,1706,1801,85,1177,6604,3925,3396,2187,2574,1255,901,163877,81063,4170,862,4624,3171,924,1580,11184,11894,9346,8901,9307,8916,6184,82814,3375,953,6814,1927,1107,2645,9247,10726,9172,9135,10152,10104,7457,0.4765,"Doña Ana County, New Mexico",,3937,181,798,1833,3515,1149,7174,4550,984,583,1342,728,672,643,1464,1155,1065,952,588,562,389,3749,838,602,849,1139,101,690,1450,1222,1032,857,796,501,463,7256,4935,1128,628,1326,1011,639,779,1542,1387,1043,927,555,585,459,3713,898,734,1321,700,640,1025,1546,1387,1068,918,802,589,473,0.0205
"G3500250","2022","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"0500000US35025","35025","Lea County, New Mexico",72452,57144,8,1062,3742,10496,70056,14278,5593,418,246,1419,206,0,475,279,1143,345,858,122,32,50,8685,275,612,1674,251,436,370,1652,1115,519,641,726,31,383,55778,30138,2164,362,1734,2300,631,917,3749,3517,3827,3661,3592,2491,1193,25640,2125,353,1666,888,417,720,2339,3002,4140,3297,2838,2490,1365,0.4565,"Lea County, New Mexico",,2523,5,824,1176,2369,398,3659,2048,583,355,1024,266,216,425,350,589,294,739,147,7,98,2132,359,540,919,317,429,496,1031,574,393,534,436,57,300,3600,2179,915,335,816,838,618,631,899,1082,616,748,336,277,255,2388,902,405,1112,528,399,547,1127,1060,691,720,464,402,347,0.0528
"G3500310","2022","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"0500000US35031","35031","McKinley County, New Mexico",69830,67714,0,103,643,1370,69029,23135,11027,1175,242,2115,525,216,303,974,1111,1263,1281,1240,358,224,12108,943,265,1560,531,264,497,852,1991,1469,1099,1422,638,577,45894,22684,791,257,2008,974,735,597,2361,4043,2694,2786,2393,2223,822,23210,645,287,1651,1108,323,675,2453,3174,2950,2850,2965,2515,1614,0.4727,"McKinley County, New Mexico",,481,216,76,336,406,132,3313,1753,465,289,586,264,180,173,368,359,372,431,418,149,119,1819,217,209,484,219,177,184,329,576,424,346,290,253,232,3295,1784,213,184,749,521,367,254,442,592,450,613,487,423,225,1806,223,224,623,457,217,271,467,589,478,437,449,475,393,0.0240
"G3500350","2022","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"0500000US35035","35035","Otero County, New Mexico",68823,60076,140,1545,3392,3670,64746,12861,5248,113,146,934,438,46,289,1013,201,759,329,367,418,195,7613,904,152,850,415,183,294,640,867,669,561,951,558,569,51885,26109,1193,215,1624,901,183,232,2355,5442,2805,3233,2920,2951,2055,25776,1687,510,1333,963,336,500,2271,3183,3471,2863,3549,3136,1974,0.4296,"Otero County, New Mexico",,1736,212,709,1013,1496,473,2975,1540,179,204,580,359,81,237,664,183,433,298,287,361,246,1844,705,220,539,288,185,270,456,527,370,427,472,295,273,2951,1723,567,255,871,445,255,249,683,999,915,785,387,386,362,1808,704,476,488,702,313,407,518,601,799,912,618,388,311,0.0420
"G3500430","2022","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"0500000US35043","35043","Sandoval County, New Mexico",153501,140584,201,2376,5038,5302,152990,15385,6554,259,67,932,699,51,107,446,745,1096,538,453,1021,140,8831,678,120,518,287,200,265,485,808,2078,285,1134,846,1127,137605,69205,3013,607,5268,2241,1468,1607,5895,8759,9718,8618,9312,7643,5056,68400,3263,911,4673,2869,808,1657,5489,7929,9069,8542,8927,8986,5277,0.4384,"Sandoval County, New Mexico",,2247,287,1134,1248,2006,77,3143,1542,234,108,393,348,62,110,381,451,599,411,261,563,156,1926,363,151,387,260,190,199,347,464,909,195,510,461,541,3143,1781,549,356,878,697,601,655,479,653,891,803,488,599,358,1872,533,558,995,786,312,398,922,1204,940,493,553,406,603,0.0263
"G3500450","2022","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"0500000US35045","35045","San Juan County, New Mexico",120418,116109,0,437,1265,2607,119147,28693,13768,1129,220,2616,932,222,702,955,1633,1417,730,1820,1139,253,14925,889,297,1090,1139,66,554,1492,1962,2297,1569,2033,866,671,90454,44771,2218,339,3197,1354,455,1800,4350,6158,6322,5750,5412,4596,2820,45683,2591,333,4369,1671,1067,1101,3357,5371,5884,4949,5721,5630,3639,0.4734,"San Juan County, New Mexico",,1360,216,385,489,1098,157,4939,2430,542,203,1289,590,224,387,398,572,578,372,667,447,172,2986,504,341,579,616,71,452,631,734,867,647,499,339,303,4949,2412,699,327,1060,588,338,526,842,809,597,420,661,456,372,3086,757,261,1123,681,543,462,893,968,923,724,527,369,443,0.0293
"G3500490","2022","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"0500000US35049","35049","Santa Fe County, New Mexico",155664,134569,408,1740,8036,10911,153502,18057,8925,534,100,556,141,143,286,1088,1079,622,1093,1420,1428,435,9132,212,95,636,540,479,188,668,1162,956,1230,1230,1086,650,135445,65438,2348,334,3906,2233,829,1249,4403,7319,8883,7548,9054,10133,7199,70007,2603,781,2585,2195,650,1267,4410,6778,8619,7727,10632,12869,8891,0.4935,"Santa Fe County, New Mexico",,3089,561,637,1743,2645,501,3449,1893,337,151,306,129,128,173,564,709,276,674,707,567,301,2062,223,157,371,496,419,160,484,614,371,595,586,410,327,3445,1897,341,241,745,793,408,359,639,760,405,682,729,583,347,2074,253,665,623,592,336,465,571,644,617,598,664,620,345,0.0246
"G3500610","2022","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"0500000US35061","35061","Valencia County, New Mexico",78080,69356,0,1555,2347,4822,76662,16524,7673,885,0,1388,220,87,370,898,425,1022,856,446,750,326,8851,28,0,838,364,38,664,478,1045,1448,735,1167,997,1049,60138,30914,986,263,1907,1538,301,1080,2878,3739,4642,3697,4419,3286,2178,29224,1923,293,1909,1326,370,293,2298,3118,4791,2764,3867,4123,2149,0.5288,"Valencia County, New Mexico",,2540,216,801,1231,2248,298,4109,2380,1212,216,805,226,116,378,703,448,697,545,439,390,298,2355,58,216,788,329,68,328,560,709,724,412,690,473,507,4076,2221,679,267,666,671,235,398,949,1141,1005,738,512,456,354,2584,1135,348,534,692,312,266,1061,1152,1215,587,645,619,534,0.0557
"G3600010","2022","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"0500000US36001","36001","Albany County, New York",315811,277690,1352,3237,19179,14353,299979,44349,23373,1152,273,2761,879,85,931,6143,2536,1721,1983,2669,1299,941,20976,684,862,958,0,164,805,4143,3468,2130,1744,2591,2009,1418,255630,124205,5537,1137,7852,4989,605,2913,11266,17031,18208,15376,16556,14407,8328,131425,6869,572,6625,4521,1364,2224,13696,16882,16235,16730,17705,15346,12656,0.4839,"Albany County, New York",,3076,553,1101,2963,2560,721,5895,4039,718,337,1287,657,155,810,1892,912,854,762,843,563,533,3008,647,818,783,217,229,637,1494,1191,955,819,766,654,464,5810,4192,684,669,1706,1563,384,924,1953,950,1333,1051,865,687,484,3199,818,394,1378,1287,547,683,1458,1342,1329,1415,767,723,569,0.0233
"G3600050","2022","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"0500000US36005","36005","Bronx County, New York",1379946,787972,59601,40865,270385,221123,1354229,374766,167217,15149,2977,20999,10100,2701,6342,16881,20404,15493,20755,17120,11642,6654,207549,17010,2297,19564,10701,2152,6767,17128,27793,29240,19785,21600,17534,15978,979463,472851,30754,4605,35982,18804,7437,11873,47449,78169,67590,54723,57717,35792,21956,506612,26123,5057,33448,18953,7249,10910,45440,77473,63752,68443,67972,45222,36570,0.5247,"Bronx County, New York",,17512,5555,5650,13718,14747,1916,20000,10535,2805,1382,3416,2270,935,1697,2835,3572,2574,2939,2608,1935,1409,12656,2571,1161,2907,2638,975,2070,2535,3263,2864,2467,2520,2456,1888,20173,10345,2835,1340,3464,2476,1661,1935,2844,3525,2624,2934,2636,1921,1369,13061,2601,1587,3459,3020,1710,2113,2577,3288,2861,2546,2587,2428,1997,0.0098
"G3600070","2022","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"0500000US36007","36007","Broome County, New York",197117,182089,390,513,8651,5474,185399,38628,18143,1751,552,1752,566,462,278,4492,1606,1538,1510,1734,1228,674,20485,1851,161,1964,2038,84,363,3970,2579,2579,1070,1231,1189,1406,146771,72719,2970,388,4263,2812,797,1334,6970,9548,8645,8836,10961,9179,6016,74052,2973,539,3774,2550,789,1448,5142,9074,7969,9257,11685,9898,8954,0.4642,"Broome County, New York",,2234,278,281,1588,1773,481,5037,2420,707,446,835,336,312,243,1273,703,628,677,725,429,315,3225,994,228,1105,854,139,301,1496,945,933,554,434,617,665,5027,2769,765,264,960,765,333,487,1247,1131,840,754,786,560,436,2950,572,260,962,771,438,451,1439,878,880,634,485,698,689,0.0165
"G3600090","2022","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"0500000US36009","36009","Cattaraugus County, New York",76439,74919,133,290,591,506,74042,12517,6645,575,145,437,318,202,113,1067,407,1036,789,789,446,321,5872,482,86,498,198,93,77,580,874,712,392,672,367,841,61525,30212,1277,408,1999,1028,389,842,1687,3836,3044,4237,4873,4110,2482,31313,1614,526,1906,931,361,988,2169,3502,3377,4033,4900,4489,2517,0.4624,"Cattaraugus County, New York",,518,179,217,277,320,265,2038,1351,304,118,228,194,198,108,406,326,618,494,363,226,176,1046,254,78,218,121,107,99,340,352,282,219,282,199,309,2087,1324,250,262,352,300,183,229,397,445,625,471,237,253,188,1307,441,297,504,342,240,206,484,441,284,311,310,299,347,0.0297
"G3600110","2022","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"0500000US36011","36011","Cayuga County, New York",74998,72581,174,418,1179,646,71969,9584,4291,530,32,313,290,202,92,525,396,339,282,511,232,547,5293,276,163,525,141,33,106,682,553,724,429,398,375,888,62385,31442,1238,340,1694,1386,272,702,2397,3912,3642,4211,4877,4474,2297,30943,1321,405,1740,1007,316,666,1720,3502,3578,3692,5465,4471,3060,0.4410,"Cayuga County, New York",,725,232,290,427,335,210,1930,1145,337,66,257,198,308,107,531,340,239,206,228,195,520,1419,269,219,483,159,51,195,398,287,338,225,227,252,576,1962,1188,344,144,450,391,190,308,520,364,394,370,287,223,535,1473,295,247,423,443,259,293,369,410,392,266,394,456,559,0.0250
"G3600130","2022","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"0500000US36013","36013","Chautauqua County, New York",126027,118416,3349,808,1552,1902,121709,22498,9373,1002,91,1394,455,89,334,893,782,1055,772,1381,743,382,13125,1489,295,1451,366,144,314,1953,1685,1797,1072,954,977,628,99211,50961,1744,730,2701,2048,848,997,3857,6544,6376,6315,7444,7043,4314,48250,1702,584,2691,1610,233,1185,2462,4945,5574,5912,8307,7334,5711,0.4496,"Chautauqua County, New York",,1386,1056,562,500,1005,535,3770,1703,490,149,587,259,79,335,421,485,655,389,516,224,221,2557,630,242,553,251,191,331,693,782,705,524,323,385,263,3745,1904,437,396,517,737,275,276,485,582,737,597,488,312,393,2373,489,295,519,439,228,351,594,668,750,680,463,511,251,0.0210
"G3600150","2022","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"0500000US36015","36015","Chemung County, New York",81426,77458,562,193,1867,1346,78006,12348,5832,461,292,1255,46,30,45,734,813,239,731,545,572,69,6516,660,165,717,16,0,41,458,1028,783,700,637,525,786,65658,32554,1211,260,2168,1492,370,887,2320,4047,4155,3841,5021,4038,2744,33104,1066,133,2341,788,505,1240,2151,3446,4100,4472,4987,4609,3266,0.4673,"Chemung County, New York",,741,506,153,647,764,348,1991,1217,345,285,569,77,52,80,543,454,177,496,328,262,112,1326,361,119,485,28,217,67,374,459,431,438,336,382,667,2051,1296,299,177,605,507,257,289,560,629,283,512,376,295,276,1354,349,183,495,291,228,450,558,452,643,450,309,396,643,0.0382
"G3600190","2022","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"0500000US36019","36019","Clinton County, New York",78753,74062,379,674,1596,2042,73163,10145,4352,183,13,452,92,0,95,879,552,694,407,380,463,142,5793,190,53,315,190,0,52,1453,665,843,511,756,381,384,63018,31675,1544,320,1846,1115,83,979,2343,3638,3971,4214,4936,4256,2430,31343,1389,271,1791,1080,651,497,2558,3245,3750,3737,5148,4240,2986,0.4348,"Clinton County, New York",,944,506,455,613,601,661,1758,1020,197,23,226,130,217,143,534,381,391,274,214,241,117,1177,162,76,222,158,217,75,664,355,480,304,347,251,250,1887,1222,223,256,412,465,143,204,554,418,583,395,340,341,218,1258,182,232,417,375,333,264,680,345,260,339,525,318,264,0.0235
"G3600270","2022","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"0500000US36027","36027","Dutchess County, New York",297545,255994,2889,2665,23161,12836,281548,25315,13380,751,72,740,564,58,224,2150,1980,2211,1134,1926,699,871,11935,608,54,210,198,366,145,1391,1627,1850,1204,2031,1329,922,256233,126083,5598,1511,7142,5324,1692,3477,10322,15711,15159,16505,19467,14873,9302,130150,5966,1027,9518,3195,1112,3222,9770,14659,16099,17293,20082,15389,12818,0.4697,"Dutchess County, New York",,2871,1035,951,2840,2218,649,3841,2455,511,122,618,384,98,200,1097,853,1040,509,726,414,448,1942,606,89,208,267,387,184,707,668,949,595,599,489,503,3948,2719,797,638,1085,1057,726,749,1137,1026,995,584,921,674,603,2288,579,525,1070,896,494,785,1026,828,958,603,602,507,523,0.0187
"G3600290","2022","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"0500000US36029","36029","Erie County, New York",950312,865895,10804,6431,38154,29028,926465,122301,58679,3269,534,7572,2542,1161,2099,9981,5921,5284,5770,7278,4789,2479,63622,2544,1025,4940,3260,426,962,7564,8631,8038,5283,9056,5717,6176,804164,393786,21537,5869,25321,11826,4467,8768,27226,59390,53577,47172,55910,45675,27048,410378,21174,4703,26529,11272,4106,10318,28513,56493,51490,49168,58372,50952,37288,0.4742,"Erie County, New York",,5515,2417,1764,3395,4097,1117,9206,5487,1296,369,1572,812,600,796,2108,1288,1242,1730,1355,1000,757,5321,1006,713,1203,1366,386,446,1636,1649,1767,1028,1497,995,1315,9277,5381,1292,1649,2330,1748,957,1193,2118,1358,1249,1759,1367,1052,1005,5376,975,1030,2338,2023,901,961,1703,1634,1752,1049,1501,1091,1291,0.0124
"G3600450","2022","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"0500000US36045","36045","Jefferson County, New York",116637,107136,1722,1147,4054,2578,111212,15779,7688,1341,37,840,254,34,185,1280,711,1324,171,463,472,576,8091,558,0,612,551,226,124,1120,1114,1290,722,518,917,339,95433,50030,2767,811,4126,1312,776,1103,5536,8785,6890,5617,5540,4369,2398,45403,3634,400,4285,1346,332,1235,3855,5993,6063,4309,6029,4496,3426,0.4432,"Jefferson County, New York",,2043,1050,656,1662,1223,504,3013,2007,699,43,450,157,43,147,822,391,714,130,250,248,365,1607,354,217,407,466,184,119,622,492,470,364,275,455,184,3002,2510,665,510,829,605,394,522,1027,857,1174,741,266,259,366,1878,724,219,819,482,265,196,740,704,703,423,485,331,222,0.0274
"G3600470","2022","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"0500000US36047","36047","Kings County, New York",2590516,1598442,39066,45228,574596,333184,2561102,507449,229910,21086,5136,28999,14283,4204,6955,23714,24870,24439,20484,24457,18148,13135,277539,18644,3960,27749,13127,4161,7144,25466,36709,34483,24735,29082,26744,25535,2053653,989508,61966,10835,65077,34339,9175,25266,73071,191098,155911,121534,108646,82636,49954,1064145,61103,9490,63922,32226,11669,21446,74479,194270,154469,133622,126361,102184,78904,0.5435,"Kings County, New York",,17195,4264,5260,14197,14121,3793,26855,14066,3315,1395,3980,2627,1391,1331,2780,3640,3537,2880,2958,1970,1864,14806,3569,1577,3672,2697,1305,1447,2984,3713,3081,2293,3393,2361,2820,27321,13737,3212,2072,4828,3731,1785,2207,2777,3717,3599,2919,2981,2008,1942,15576,3882,2012,4424,3169,2312,2397,2918,3779,3085,2354,3413,2405,2895,0.0072
"G3600530","2022","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"0500000US36053","36053","Madison County, New York",67097,64081,17,508,1422,1069,61228,6419,3009,281,76,420,163,57,45,129,407,266,325,549,180,111,3410,306,86,347,97,72,45,196,562,385,228,374,265,447,54809,27984,1217,276,1528,1040,204,755,1786,3107,3421,3810,4771,3975,2094,26825,1082,197,1731,757,256,870,1048,2636,3156,3728,4755,3983,2626,0.4227,"Madison County, New York",,789,24,244,461,501,232,1550,745,185,79,239,140,74,50,110,211,160,156,172,112,70,899,159,137,296,78,72,47,135,275,225,140,151,116,188,1592,871,192,146,449,291,128,153,358,251,194,338,200,224,73,975,160,114,327,248,160,191,385,289,221,235,150,142,192,0.0208
